loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,approved,log_residential_assets_value,log_loan_amount,dep_cat
510,1, Graduate, Yes,9900000,39500000,12,808,11800000,3700000,30200000,13500000,1,16.283610174181653,17.491811255187805,1_dep
511,1, Not Graduate, Yes,3200000,9000000,20,372,2700000,2800000,7200000,3800000,0,14.80876270134486,16.012735246411598,1_dep
512,2, Graduate, No,5500000,19000000,4,597,1100000,4000000,18700000,5300000,1,13.910821646859095,16.759949589762293,2_to_3_dep
513,0, Graduate, Yes,7800000,29100000,20,435,21100000,13000000,17300000,9700000,0,16.86478364583966,17.186248766505983,no_dep
514,3, Graduate, Yes,3400000,9700000,20,728,1500000,1500000,7300000,2400000,1,14.220976332738882,16.08763654656639,2_to_3_dep
515,4, Graduate, Yes,7900000,25900000,14,373,10900000,14300000,27700000,7600000,0,16.204273438942487,17.069753565279804,more_than_3_dep
516,3, Graduate, Yes,8900000,18500000,10,367,6100000,0,32000000,10300000,0,15.623799493077952,16.733281344102608,2_to_3_dep
517,2, Graduate, No,7300000,19100000,14,552,2000000,13400000,16800000,4000000,1,14.508658238524095,16.765198945372877,2_to_3_dep
518,4, Not Graduate, Yes,3300000,10600000,8,465,500000,4400000,7300000,2800000,0,13.122365377402328,16.176364653421913,more_than_3_dep
519,4, Graduate, Yes,2900000,10500000,8,607,4400000,5500000,7600000,3800000,1,15.29711532616119,16.166885910365842,more_than_3_dep
520,2, Graduate, Yes,500000,1300000,4,427,1400000,500000,1800000,600000,0,14.151983508870947,14.077875591662238,2_to_3_dep
521,3, Not Graduate, No,7200000,21200000,4,711,10800000,4200000,24900000,5700000,1,16.195056784687036,16.86951178681205,2_to_3_dep
522,3, Not Graduate, No,8300000,24100000,14,823,5900000,700000,24000000,7700000,1,15.59046307836746,16.997722439954657,2_to_3_dep
523,1, Not Graduate, Yes,8700000,20500000,6,523,19300000,6500000,23700000,4800000,0,16.775615705688583,16.835935492889124,1_dep
524,4, Not Graduate, Yes,7100000,27900000,10,328,9000000,13400000,26500000,7700000,0,16.012735246411598,17.14413728263389,more_than_3_dep
525,3, Graduate, Yes,9800000,28200000,12,721,15800000,6500000,21900000,9600000,1,16.575520561288332,17.154832571369333,2_to_3_dep
526,0, Graduate, Yes,6900000,17000000,20,599,18100000,9400000,26600000,4300000,1,16.71142255148467,16.648723960844016,no_dep
527,0, Not Graduate, No,2400000,5000000,14,580,5900000,4400000,5500000,3200000,1,15.59046307836746,15.424948670398354,no_dep
528,1, Not Graduate, Yes,2100000,4900000,10,744,200000,2000000,5400000,1000000,1,12.206077645517674,15.404745967162468,1_dep
529,2, Graduate, Yes,7200000,23900000,4,559,4200000,12200000,17800000,10800000,1,15.250595321348806,16.98938905874274,2_to_3_dep
530,2, Graduate, No,4600000,13500000,16,587,7700000,5900000,10600000,5000000,1,15.856731016694035,16.41820031748273,2_to_3_dep
531,5, Graduate, Yes,9900000,31800000,18,817,23400000,700000,32600000,11500000,1,16.96824662306297,17.274976879196945,more_than_3_dep
532,4, Not Graduate, Yes,300000,1000000,20,655,0,100000,1100000,400000,1,0.0,13.815511557963774,more_than_3_dep
533,5, Graduate, Yes,6900000,23900000,6,382,17100000,6900000,21500000,8900000,0,16.65458907995242,16.98938905874274,more_than_3_dep
534,2, Graduate, Yes,1700000,4300000,6,765,5000000,1500000,3400000,900000,1,15.424948670398354,15.274125813221904,2_to_3_dep
535,2, Graduate, Yes,4400000,10000000,20,516,7400000,7600000,12200000,5100000,0,15.816990693309524,16.118095750958314,2_to_3_dep
536,4, Not Graduate, Yes,4300000,15000000,8,383,4700000,100000,9000000,4900000,0,15.363073279446223,16.52356082573315,more_than_3_dep
537,2, Not Graduate, No,3700000,14100000,6,633,800000,200000,11300000,3400000,1,13.592368256649284,16.46168542627038,2_to_3_dep
538,1, Graduate, No,5900000,15200000,2,547,17100000,2000000,14700000,3600000,0,16.65458907995242,16.536806051605975,1_dep
539,5, Not Graduate, Yes,8600000,26300000,10,843,23300000,9800000,18100000,11300000,1,16.963963961454382,17.085079535170806,more_than_3_dep
540,3, Not Graduate, Yes,3400000,13200000,8,783,6500000,300000,13000000,4900000,1,15.687312888712007,16.395727463314174,2_to_3_dep
541,3, Not Graduate, Yes,1000000,3200000,14,790,1900000,100000,3600000,1100000,1,14.45736497045232,14.978661680269907,2_to_3_dep
542,1, Not Graduate, Yes,4400000,14200000,16,409,12700000,1300000,12600000,4500000,0,16.357112630168974,16.468752592994022,1_dep
543,0, Not Graduate, No,3600000,7800000,14,376,9800000,6900000,11900000,3000000,0,16.097893045681612,15.86963441986494,no_dep
544,3, Not Graduate, No,1400000,2700000,8,625,3100000,1800000,3400000,1000000,1,14.946912992035967,14.80876270134486,2_to_3_dep
545,0, Not Graduate, No,5300000,10900000,18,707,12900000,2600000,12700000,7600000,1,16.372737946851277,16.204273438942487,no_dep
546,3, Graduate, Yes,9400000,20500000,6,645,17400000,13000000,24500000,10200000,1,16.67198082165602,16.835935492889124,2_to_3_dep
547,4, Not Graduate, Yes,6600000,22100000,6,887,3600000,3500000,19800000,4700000,1,15.096444681204078,16.91108821173685,more_than_3_dep
548,5, Graduate, No,9800000,37600000,18,319,19200000,5100000,19900000,5100000,0,16.770420889081343,17.442514634955867,more_than_3_dep
549,1, Not Graduate, No,1900000,4900000,20,647,4100000,2100000,6800000,1700000,1,15.226497775576945,15.404745967162468,1_dep
550,2, Not Graduate, Yes,5800000,22500000,6,888,11900000,2600000,17100000,4800000,1,16.29204904211537,16.929025911619092,2_to_3_dep
551,2, Not Graduate, No,3100000,10400000,10,420,6900000,5900000,10000000,3500000,0,15.747032114495013,16.15731646026544,2_to_3_dep
552,0, Graduate, No,6800000,18400000,2,791,4000000,900000,20200000,9900000,1,15.201805169084134,16.72786127692704,no_dep
553,5, Not Graduate, No,4600000,16200000,12,891,5900000,1200000,10800000,3700000,1,15.59046307836746,16.600521861931007,more_than_3_dep
554,2, Not Graduate, Yes,200000,700000,16,641,600000,200000,600000,100000,1,13.304686600863562,13.45883704259595,2_to_3_dep
555,3, Not Graduate, Yes,9500000,22800000,6,319,200000,18800000,34100000,9400000,0,12.206077645517674,16.942271137784317,2_to_3_dep
556,5, Not Graduate, Yes,6200000,22200000,20,819,13500000,6600000,21700000,8700000,1,16.41820031748273,16.915602891887552,more_than_3_dep
557,4, Not Graduate, Yes,9700000,32300000,18,387,11600000,14300000,20000000,5400000,0,16.266515742283485,17.290577819152638,more_than_3_dep
558,5, Graduate, Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000,1,16.166885910365842,16.325109901643454,more_than_3_dep
559,1, Graduate, Yes,5700000,12000000,4,415,15700000,900000,17300000,7400000,0,16.5691713340128,16.300417291085605,1_dep
560,2, Graduate, Yes,200000,500000,6,885,0,0,300000,200000,0,0.0,13.122365377402328,2_to_3_dep
561,4, Graduate, No,8000000,25500000,4,722,17200000,13900000,26200000,4900000,1,16.660419999923214,17.05418904934434,more_than_3_dep
562,4, Graduate, No,5200000,20400000,20,761,4700000,1600000,14300000,6200000,1,15.363073279446223,16.83104550783405,more_than_3_dep
563,1, Graduate, Yes,7100000,15200000,8,389,5900000,900000,24300000,5900000,0,15.59046307836746,16.536806051605975,1_dep
564,1, Graduate, Yes,9300000,27900000,12,600,2100000,4200000,29000000,6600000,1,14.557448378884015,17.14413728263389,1_dep
565,5, Graduate, No,2000000,6100000,2,407,1900000,1900000,4600000,2000000,1,14.45736497045232,15.623799493077952,more_than_3_dep
566,3, Graduate, Yes,3900000,14000000,18,829,5200000,4000000,11600000,2700000,1,15.46416937585933,16.454567959008102,2_to_3_dep
567,2, Not Graduate, No,2800000,5900000,6,895,1000000,3900000,10900000,1500000,1,13.815511557963774,15.59046307836746,2_to_3_dep
568,5, Graduate, Yes,3000000,11100000,12,441,8500000,2500000,7300000,2000000,0,15.955576839107596,16.22245575637265,more_than_3_dep
569,4, Not Graduate, No,4500000,9800000,16,895,9800000,8200000,13900000,5500000,1,16.097893045681612,16.097893045681612,more_than_3_dep
570,4, Graduate, No,1900000,4300000,4,826,2400000,0,7000000,900000,1,14.690979711984754,15.274125813221904,more_than_3_dep
571,1, Graduate, No,2300000,7200000,8,453,3000000,2100000,8100000,3400000,0,14.914123179965662,15.789591722875162,1_dep
572,0, Graduate, No,4700000,17500000,2,701,5400000,2300000,11700000,7000000,1,15.501909696719672,16.677711496036597,no_dep
573,2, Not Graduate, Yes,1300000,2700000,8,627,100000,300000,2600000,1300000,1,11.51293546492023,14.80876270134486,2_to_3_dep
574,3, Graduate, No,3100000,11000000,2,543,5900000,2200000,9000000,2400000,1,15.59046307836746,16.213405921671733,2_to_3_dep
575,0, Graduate, No,8400000,17500000,18,411,13200000,5300000,31300000,10400000,0,16.395727463314174,16.677711496036597,no_dep
576,5, Graduate, Yes,1700000,5800000,4,583,2000000,1800000,6000000,2300000,1,14.508658238524095,15.573368647930426,more_than_3_dep
577,2, Not Graduate, No,1900000,7500000,2,889,600000,1100000,7100000,2600000,1,13.304686600863562,15.830413711839864,2_to_3_dep
578,3, Not Graduate, No,2400000,8600000,8,684,3400000,2400000,6200000,1600000,1,15.039286283703994,15.967272877502799,2_to_3_dep
579,5, Graduate, No,6800000,20500000,10,578,500000,11800000,27200000,3400000,1,13.122365377402328,16.835935492889124,more_than_3_dep
580,1, Graduate, No,2900000,10900000,20,445,6600000,2800000,9300000,2600000,0,15.702580358511794,16.204273438942487,1_dep
581,4, Graduate, Yes,8900000,26300000,10,369,23900000,7000000,27400000,12100000,0,16.98938905874274,17.085079535170806,more_than_3_dep
582,1, Not Graduate, No,8800000,22200000,18,794,8400000,11900000,21000000,10500000,1,15.943742382861155,16.915602891887552,1_dep
583,0, Graduate, Yes,8200000,19200000,16,492,16500000,9200000,20000000,7200000,0,16.61887099947687,16.770420889081343,no_dep
584,3, Not Graduate, Yes,3600000,13200000,16,557,9800000,4000000,9900000,2100000,1,16.097893045681612,16.395727463314174,2_to_3_dep
585,4, Graduate, Yes,9500000,31800000,6,519,5900000,1300000,28400000,12200000,0,15.59046307836746,17.274976879196945,more_than_3_dep
586,0, Not Graduate, Yes,1900000,5700000,18,699,5500000,200000,6500000,2000000,1,15.520258832020865,15.555976908243359,no_dep
587,3, Not Graduate, Yes,9100000,24600000,2,741,8000000,4000000,35500000,13600000,1,15.894952224644102,17.018257041552996,2_to_3_dep
588,5, Graduate, No,1100000,3800000,18,508,200000,1800000,2300000,900000,0,12.206077645517674,15.150511887854474,more_than_3_dep
589,5, Not Graduate, Yes,1100000,2800000,10,647,2700000,2000000,4300000,1400000,1,14.80876270134486,14.845130332288226,more_than_3_dep
590,1, Graduate, No,9300000,28600000,14,656,17300000,9100000,27400000,12500000,1,16.666217117271472,17.168917310755116,1_dep
591,4, Graduate, Yes,3900000,10600000,2,439,300000,7600000,14800000,2500000,0,12.611541086966115,16.176364653421913,more_than_3_dep
592,5, Not Graduate, Yes,1500000,4000000,12,350,2900000,1900000,4400000,1200000,0,14.88022163978423,15.201805169084134,more_than_3_dep
593,5, Graduate, No,800000,2200000,6,493,900000,500000,2800000,1000000,0,13.710151153416941,14.603968372873895,more_than_3_dep
594,4, Graduate, No,600000,1800000,6,851,100000,1100000,2100000,800000,1,11.51293546492023,14.403297778421795,more_than_3_dep
595,2, Graduate, No,4400000,12500000,18,492,7900000,1200000,10100000,2700000,0,15.882373444019521,16.341239282272525,2_to_3_dep
596,4, Graduate, Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000,1,15.656060350091908,15.501909696719672,more_than_3_dep
597,3, Not Graduate, Yes,6200000,14600000,2,664,18300000,8400000,16800000,6600000,1,16.722411672456456,16.496532155171714,2_to_3_dep
598,5, Graduate, Yes,700000,1300000,16,362,2100000,1300000,2000000,1000000,0,14.557448378884015,14.077875591662238,more_than_3_dep
599,0, Graduate, No,3400000,9400000,6,703,600000,6000000,8600000,2600000,1,13.304686600863562,16.056220353623207,no_dep
600,1, Not Graduate, Yes,4900000,16800000,12,758,1700000,2700000,11100000,5900000,1,14.346139397261565,16.636889503897294,1_dep
601,3, Not Graduate, Yes,4200000,9700000,2,396,700000,8200000,8600000,4300000,0,13.45883704259595,16.08763654656639,2_to_3_dep
602,0, Graduate, Yes,5300000,10600000,2,828,8100000,6700000,17400000,5800000,1,15.90737474309945,16.176364653421913,no_dep
603,5, Graduate, Yes,3700000,10000000,20,709,8000000,800000,12000000,2200000,1,15.894952224644102,16.118095750958314,more_than_3_dep
604,4, Not Graduate, Yes,5600000,17500000,10,528,14200000,2300000,12100000,7200000,0,16.468752592994022,16.677711496036597,more_than_3_dep
605,2, Graduate, Yes,4300000,16000000,14,623,9800000,6700000,17000000,4500000,1,16.097893045681612,16.588099342704055,2_to_3_dep
606,4, Not Graduate, Yes,7100000,24500000,14,599,9100000,7000000,20400000,6800000,1,16.02378508137718,17.01418371633128,more_than_3_dep
607,4, Graduate, Yes,5400000,12700000,4,622,11000000,3300000,15100000,6500000,1,16.213405921671733,16.357112630168974,more_than_3_dep
608,0, Not Graduate, No,6000000,13100000,6,385,16600000,7600000,22000000,7400000,0,16.624913313567735,16.388122864507256,no_dep
609,4, Graduate, Yes,4100000,12500000,2,579,10900000,7200000,12200000,2000000,1,16.204273438942487,16.341239282272525,more_than_3_dep
610,4, Not Graduate, No,8300000,17900000,20,846,12700000,1300000,26800000,12200000,1,16.357112630168974,16.700311326676903,more_than_3_dep
611,3, Graduate, No,8100000,23900000,10,449,7100000,6100000,28300000,8900000,0,15.775605482856605,16.98938905874274,2_to_3_dep
612,1, Not Graduate, No,7200000,24900000,14,666,3600000,11600000,16600000,5800000,1,15.096444681204078,17.030378401595577,1_dep
613,5, Graduate, No,7200000,17500000,4,380,2300000,400000,17500000,6200000,0,14.648420115681892,16.677711496036597,more_than_3_dep
614,2, Graduate, Yes,3500000,8100000,4,589,3800000,6700000,12500000,2700000,1,15.150511887854474,15.90737474309945,2_to_3_dep
615,1, Graduate, No,6200000,19500000,12,845,9100000,2900000,15300000,4000000,1,16.02378508137718,16.785925074816024,1_dep
616,3, Not Graduate, No,5200000,17300000,10,401,2600000,1400000,12700000,6400000,0,14.77102238760702,16.666217117271472,2_to_3_dep
617,0, Not Graduate, No,4500000,14500000,2,766,6100000,8400000,17200000,6600000,1,15.623799493077952,16.489659276356317,no_dep
618,5, Not Graduate, No,5400000,15100000,12,522,5200000,4700000,13900000,5700000,0,15.46416937585933,16.530205368010318,more_than_3_dep
619,3, Not Graduate, Yes,2000000,6900000,6,834,2200000,2800000,6400000,3000000,1,14.603968372873895,15.747032114495013,2_to_3_dep
620,3, Graduate, No,8900000,25400000,8,588,19400000,12100000,18800000,4500000,1,16.780783675579947,17.050259771358842,2_to_3_dep
621,2, Graduate, No,5000000,10600000,4,570,11900000,900000,14800000,7100000,1,16.29204904211537,16.176364653421913,2_to_3_dep
622,2, Graduate, No,4900000,17600000,6,860,13600000,7500000,12700000,5600000,1,16.42558042423569,16.68340951682656,2_to_3_dep
623,4, Graduate, Yes,5300000,19200000,4,655,14200000,6900000,17800000,3900000,1,16.468752592994022,16.770420889081343,more_than_3_dep
624,3, Not Graduate, Yes,8500000,27700000,4,457,3600000,400000,18900000,5200000,1,15.096444681204078,17.13694300725865,2_to_3_dep
625,5, Graduate, Yes,700000,2100000,14,863,100000,1200000,2700000,600000,1,11.51293546492023,14.557448378884015,more_than_3_dep
626,3, Not Graduate, Yes,5900000,18900000,4,742,10800000,4500000,23200000,8000000,1,16.195056784687036,16.75467253293992,2_to_3_dep
627,3, Graduate, No,3500000,13300000,4,798,7400000,5300000,12100000,3600000,1,15.816990693309524,16.40327466837995,2_to_3_dep
628,5, Not Graduate, Yes,7700000,18900000,16,552,15600000,6100000,23900000,6600000,1,16.562781536322326,16.75467253293992,more_than_3_dep
629,2, Not Graduate, Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000,0,12.899222326086994,16.341239282272525,2_to_3_dep
630,0, Graduate, No,9100000,22200000,6,419,7400000,600000,18200000,9800000,0,15.816990693309524,16.915602891887552,no_dep
631,1, Not Graduate, Yes,9000000,29900000,2,668,22100000,7200000,24400000,4700000,1,16.91108821173685,17.21336907180573,1_dep
632,2, Not Graduate, No,8900000,29200000,8,608,10800000,5200000,33500000,11700000,1,16.195056784687036,17.189679301485086,2_to_3_dep
633,5, Not Graduate, No,6500000,13800000,10,342,15300000,2300000,14400000,7300000,0,16.54336345172214,16.440179222591198,more_than_3_dep
634,4, Not Graduate, Yes,8100000,18000000,8,817,1400000,7800000,16900000,10800000,1,14.151983508870947,16.705882371415992,more_than_3_dep
635,1, Not Graduate, No,8400000,29900000,16,476,16100000,2400000,32700000,7500000,0,16.59432989206649,17.21336907180573,1_dep
636,0, Not Graduate, No,5300000,20000000,6,881,15900000,3700000,19500000,4000000,1,16.58182973008354,16.811242881518265,no_dep
637,2, Graduate, No,4100000,15600000,12,838,5500000,4800000,15100000,2700000,1,15.520258832020865,16.562781536322326,2_to_3_dep
638,3, Not Graduate, No,6900000,27400000,4,406,10200000,6500000,23900000,5300000,1,16.13789837629371,17.126053607854647,2_to_3_dep
639,1, Graduate, Yes,5200000,19500000,12,778,5200000,4300000,19900000,5800000,1,15.46416937585933,16.785925074816024,1_dep
640,5, Not Graduate, Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000,1,15.096444681204078,15.816990693309524,more_than_3_dep
641,3, Graduate, No,4600000,17800000,20,716,12600000,2600000,10800000,4500000,1,16.349207451286784,16.694709071442087,2_to_3_dep
642,0, Graduate, Yes,7100000,20100000,16,756,8000000,5000000,17600000,5400000,1,15.894952224644102,16.816230422780546,no_dep
643,0, Not Graduate, No,9300000,20100000,10,743,4800000,1800000,21900000,13600000,1,15.38412668421143,16.816230422780546,no_dep
644,3, Not Graduate, No,5400000,19400000,20,731,13800000,3200000,20000000,4300000,1,16.440179222591198,16.780783675579947,2_to_3_dep
645,3, Not Graduate, No,4100000,8500000,2,833,12000000,0,16200000,3400000,1,16.300417291085605,15.955576839107596,2_to_3_dep
646,4, Not Graduate, No,4900000,11400000,8,470,12000000,7500000,14700000,4800000,0,16.300417291085605,16.249124001084017,more_than_3_dep
647,5, Graduate, Yes,5400000,21200000,20,734,7300000,1800000,11500000,7500000,1,15.803385043104912,16.86951178681205,more_than_3_dep
648,0, Graduate, No,3000000,9600000,12,620,7900000,0,8600000,3600000,1,15.882373444019521,16.077273760604726,no_dep
649,0, Not Graduate, Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000,1,16.536806051605975,16.48273883399067,no_dep
650,4, Graduate, Yes,5100000,14000000,12,459,9800000,0,10400000,6800000,0,16.097893045681612,16.454567959008102,more_than_3_dep
651,0, Graduate, Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000,1,15.76142084987672,17.29982287701178,no_dep
652,1, Graduate, Yes,1600000,4100000,6,391,4300000,1400000,5700000,700000,0,15.274125813221904,15.226497775576945,1_dep
653,4, Graduate, No,8000000,29100000,4,421,3100000,12000000,27000000,8800000,1,14.946912992035967,17.186248766505983,more_than_3_dep
654,5, Graduate, No,2900000,6700000,14,796,3800000,3700000,9700000,4200000,1,15.150511887854474,15.717618233614914,more_than_3_dep
655,4, Graduate, No,9200000,30300000,10,607,24000000,16600000,29600000,8900000,1,16.993564429978885,17.226658303482896,more_than_3_dep
656,3, Not Graduate, No,9500000,20400000,14,376,2300000,6600000,25900000,8400000,0,14.648420115681892,16.83104550783405,2_to_3_dep
657,0, Graduate, Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000,0,14.45736497045232,15.955576839107596,no_dep
658,5, Graduate, Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000,0,14.88022163978423,16.85046359274847,more_than_3_dep
659,5, Not Graduate, No,5600000,17600000,14,448,6700000,3500000,18900000,6800000,0,15.717618233614914,16.68340951682656,more_than_3_dep
660,0, Graduate, Yes,1200000,2700000,2,638,1500000,500000,2700000,1500000,1,14.220976332738882,14.80876270134486,no_dep
661,3, Not Graduate, No,1600000,5600000,6,710,3100000,800000,6000000,1600000,1,14.946912992035967,15.53827733427679,2_to_3_dep
662,4, Not Graduate, Yes,1600000,4800000,20,641,4200000,1000000,4100000,1400000,1,15.250595321348806,15.38412668421143,more_than_3_dep
663,2, Not Graduate, No,5300000,20200000,10,348,9200000,9500000,17300000,6100000,0,16.034714150714915,16.821193211876384,2_to_3_dep
664,5, Not Graduate, No,9100000,19900000,20,519,9300000,16400000,28900000,10500000,0,16.04552506565036,16.806230339945976,more_than_3_dep
665,4, Not Graduate, Yes,9400000,35000000,10,517,10700000,15100000,27500000,6700000,0,16.185754392890075,17.370858648025116,more_than_3_dep
666,3, Not Graduate, No,5900000,22400000,6,375,6500000,10500000,18100000,4800000,0,15.687312888712007,16.924571561468124,2_to_3_dep
667,2, Graduate, Yes,1100000,3400000,10,426,300000,800000,3900000,1400000,0,12.611541086966115,15.039286283703994,2_to_3_dep
668,4, Graduate, Yes,3100000,11500000,14,785,3200000,3100000,9100000,4200000,1,14.978661680269907,16.257857680289998,more_than_3_dep
669,4, Not Graduate, No,2200000,8600000,20,373,4100000,1300000,5900000,1400000,0,15.226497775576945,15.967272877502799,more_than_3_dep
670,1, Graduate, No,6000000,20100000,6,476,13900000,10000000,15200000,5500000,0,16.447399470043365,16.816230422780546,1_dep
671,1, Graduate, Yes,2000000,5600000,18,320,2400000,2300000,4600000,2100000,0,14.690979711984754,15.53827733427679,1_dep
672,4, Graduate, No,7200000,22900000,18,657,14600000,400000,17400000,8800000,1,16.496532155171714,16.94664751219259,more_than_3_dep
673,1, Not Graduate, Yes,500000,1900000,12,868,200000,500000,1800000,300000,1,12.206077645517674,14.45736497045232,1_dep
674,1, Not Graduate, Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000,0,15.201805169084134,16.447399470043365,1_dep
675,0, Not Graduate, No,200000,300000,6,472,400000,100000,700000,0,0,12.899222326086994,12.611541086966115,no_dep
676,4, Not Graduate, Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000,1,15.46416937585933,16.066802461833923,more_than_3_dep
677,5, Not Graduate, Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000,1,16.388122864507256,16.36495580701484,more_than_3_dep
678,1, Graduate, No,6500000,23100000,20,741,11400000,8500000,25700000,7900000,1,16.249124001084017,16.955343218782065,1_dep
679,4, Not Graduate, Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000,1,13.592368256649284,16.624913313567735,more_than_3_dep
680,0, Not Graduate, Yes,900000,3600000,10,683,1400000,700000,3500000,400000,1,14.151983508870947,15.096444681204078,no_dep
681,0, Not Graduate, Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000,1,15.250595321348806,15.816990693309524,no_dep
682,3, Graduate, No,600000,1100000,8,538,500000,800000,1400000,300000,0,13.122365377402328,13.910821646859095,2_to_3_dep
683,1, Not Graduate, No,5200000,12600000,10,721,1100000,8700000,13900000,3600000,1,13.910821646859095,16.349207451286784,1_dep
684,3, Not Graduate, Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000,0,16.5563506464056,16.536806051605975,2_to_3_dep
685,2, Not Graduate, No,1000000,2500000,6,551,1700000,200000,3700000,900000,1,14.346139397261565,14.731801689838349,2_to_3_dep
686,2, Not Graduate, No,6800000,14800000,14,803,11300000,3300000,19600000,6600000,1,16.24031337217814,16.51013780630191,2_to_3_dep
687,0, Graduate, No,3000000,8400000,10,361,7700000,200000,7300000,1800000,0,15.856731016694035,15.943742382861155,no_dep
688,1, Not Graduate, Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000,1,16.840801682303496,17.239773245130714,1_dep
689,4, Graduate, Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000,1,16.41820031748273,16.855259764781927,more_than_3_dep
690,1, Not Graduate, Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000,0,16.04552506565036,16.257857680289998,1_dep
691,5, Graduate, No,1700000,4300000,2,517,100000,200000,6200000,1600000,0,11.51293546492023,15.274125813221904,more_than_3_dep
692,3, Not Graduate, Yes,900000,2300000,6,747,1200000,200000,2900000,600000,1,13.997832948091215,14.648420115681892,2_to_3_dep
693,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,1,15.990262393084793,17.022313842084035,1_dep
694,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,19600000,12400000,1,17.050259771358842,17.050259771358842,no_dep
695,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,20600000,7100000,1,15.816990693309524,16.780783675579947,2_to_3_dep
696,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,1,14.45736497045232,14.80876270134486,more_than_3_dep
697,2, Not Graduate, Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000,1,14.45736497045232,14.603968372873895,2_to_3_dep
698,0, Graduate, Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,1,15.717618233614914,16.98938905874274,no_dep
699,2, Graduate, Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000,0,14.220976332738882,17.1654146803266,2_to_3_dep
700,2, Not Graduate, Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000,1,16.257857680289998,17.038378443942648,2_to_3_dep
701,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000,1,14.346139397261565,16.700311326676903,no_dep
702,1, Graduate, No,2200000,4900000,8,509,3800000,0,5400000,2900000,0,15.150511887854474,15.404745967162468,1_dep
703,4, Graduate, Yes,6300000,23900000,6,899,0,11400000,20600000,6700000,1,0.0,16.98938905874274,more_than_3_dep
704,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000,0,15.830413711839864,16.575520561288332,more_than_3_dep
705,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000,1,14.077875591662238,15.274125813221904,more_than_3_dep
706,1, Not Graduate, No,2800000,6700000,12,322,1900000,2000000,8600000,2100000,0,14.45736497045232,15.717618233614914,1_dep
707,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,15200000,3900000,1,15.656060350091908,16.75467253293992,2_to_3_dep
708,3, Not Graduate, Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000,0,16.128046080821385,17.10017416082366,2_to_3_dep
709,0, Graduate, No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,0,16.333207111220425,17.065885088651534,no_dep
710,5, Not Graduate, No,7000000,21800000,4,631,8100000,7100000,14600000,10000000,1,15.90737474309945,16.897420573630875,more_than_3_dep
711,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000,0,16.791040175221152,16.73867219244687,no_dep
712,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,30400000,5700000,0,16.68907525404123,17.189679301485086,more_than_3_dep
713,0, Graduate, Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000,1,16.432906463791053,16.796129244469636,no_dep
714,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000,1,16.249124001084017,16.503358119776173,1_dep
715,4, Not Graduate, No,9900000,22700000,12,567,28300000,9900000,29700000,5400000,1,17.158372397949154,16.937875526504495,more_than_3_dep
716,5, Not Graduate, No,3900000,14000000,4,708,700000,1800000,15600000,5200000,1,13.45883704259595,16.454567959008102,more_than_3_dep
717,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,1,16.185754392890075,16.86951178681205,2_to_3_dep
718,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,7800000,4100000,0,15.671808704579888,15.978833698567334,more_than_3_dep
